i	43.782500000000006
used	44.1525
to	44.1925
rule	44.212500000000006
the	44.2425
world	44.3425
.	44.3825
seas	46.252500000000005
would	46.282500000000006
rise	46.3125
when	46.462500000000006
i	46.4925
gave	46.502500000000005
the	46.532500000000006
word	46.5525
now	46.5825
in	46.602500000000006
the	46.752500000000005
morning	46.7725
i	46.852500000000006
sweep	46.862500000000004
alone	46.9025
.	46.962500000000006
sweep	48.2725
the	48.3125
streets	48.362500000000004
i	48.612500000000004
used	48.6225
to	48.9825
own	49.002500000000005
.	49.0225
i	49.962500000000006
used	50.1325
to	50.1725
roll	50.2625
the	50.4425
dice	50.472500000000004
.	50.712500000000006
feel	52.142500000000005
the	52.182500000000005
fear	52.3425
in	52.3725
my	52.392500000000005
enemies	52.4425
eyes	52.6225
.	52.642500000000005
listen	56.142500000000005
as	56.1925
the	56.822500000000005
crowd	56.9225
would	56.962500000000006
sing	56.9925
.	57.0225
now	57.1525
the	57.1725
old	57.1925
king	57.2325
is	57.2625
dead	57.282500000000006
long	57.3125
live	57.3425
the	57.3725
king	57.392500000000005
.	57.4225
one	57.4925
minute	57.532500000000006
i	57.602500000000006
held	57.612500000000004
the	57.6525
key	57.6725
.	57.862500000000004
next	59.1925
the	59.3325
walls	59.4225
were	59.462500000000006
closed	59.4825
on	59.5525
me	59.572500000000005
and	59.5925
i	59.6225
discovered	59.6325
in	59.712500000000006
a	59.7325
castles	59.7425
stand	59.9525
.	60.002500000000005
upon	63.852500000000006
pillars	63.9125
of	63.962500000000006
salt	63.9825
pillars	64.2925
of	64.3525
sand	64.3725
.	64.5725
i	71.38250000000001
hear	71.5325
jerusalem	71.5625
bells	71.6425
are	71.9825
ringing	72.0025
.	72.05250000000001
roman	76.7225
cavalry	76.7925
choirs	78.0925
are	78.38250000000001
singin'	78.4025
.	78.63250000000001
be	78.6425
my	78.66250000000001
mirror	78.7625
my	78.80250000000001
sword	78.8325
and	78.88250000000001
shield	78.9925
.	79.0325
my	80.88250000000001
missionaries	80.9025
in	81.2825
a	81.30250000000001
foreign	81.3125
field	81.3625
.	81.4025
for	125.3525
some	125.38250000000001
reason	125.55250000000001
i	125.7025
can't	125.7225
explain	126.1225
.	126.6525
once	132.3125
you'd've	132.43249999999998
gone	132.4725
it	132.5025
was	132.5425
never	132.5725
.	132.64249999999998
never	140.0725
an	140.46249999999998
honest	140.55249999999998
word	140.71249999999998
.	140.74249999999998
and	141.0425
that	141.0725
was	141.1025
when	141.1325
i	141.55249999999998
ruled	141.5625
the	141.6025
world	141.6225
.	141.6625
it	143.11249999999998
was	143.1325
a	143.2025
wicked	143.21249999999998
and	143.2625
wild	143.5025
wind	143.5425
.	143.7625
blew	145.7825
down	145.83249999999998
the	145.86249999999998
doors	145.8825
to	145.92249999999999
let	145.9525
me	145.99249999999998
in	146.0125
.	146.1025
shattered	146.3225
windows	147.5925
and	147.65249999999997
the	147.8425
sound	147.9525
of	148.2025
drums	148.2325
.	148.33249999999998
people	148.3525
couldn't	148.4725
believe	148.61249999999998
.	148.6625
what	150.40249999999997
i'd	150.43249999999998
become	150.4525
revolutionaries	150.5025
wait	150.9525
.	151.0725
for	153.3225
my	153.3525
head	153.5625
on	153.74249999999998
a	153.7625
silver	153.77249999999998
plate	153.9525
.	153.99249999999998
just	163.49249999999998
a	163.55249999999998
puppet	163.5925
on	163.65249999999997
a	163.67249999999999
lonely	163.68249999999998
string	163.7325
.	163.93249999999998
oh	164.24249999999998
who	164.2525
would	164.27249999999998
ever	164.30249999999998
wanna	164.5025
be	164.6225
king	164.64249999999998
.	164.67249999999999
i	174.80249999999998
hear	174.8125
jerusalem	174.8425
bells	175.2825
are	175.3225
ringing	175.3425
.	175.40249999999997
roman	175.6625
cavalry	175.71249999999998
choirs	175.7825
are	175.83249999999998
singing	175.8525
.	175.90249999999997
be	180.1325
my	180.15249999999997
mirror	180.2025
my	180.24249999999998
sword	181.2925
and	181.33249999999998
shield	183.0925
.	183.1325
my	185.89249999999998
missionaries	185.9125
in	186.0125
a	186.0325
foreign	186.05249999999998
field	186.1325
.	186.17249999999999
for	187.8225
some	187.8525
reason	187.8825
i	187.93249999999998
can't	188.0425
explain	189.3425
.	189.9825
i	195.77249999999998
know	196.21249999999998
saint	196.2325
peter	196.3425
will	196.3825
call	196.4125
my	196.4425
name	197.24249999999998
.	197.2925
never	197.6925
an	198.89249999999998
honest	200.7525
word	201.1625
.	201.1925
but	201.36249999999998
that	201.39249999999998
was	202.2025
when	202.2325
i	203.21249999999998
ruled	203.64249999999998
the	203.71249999999998
world	204.1025
.	204.14249999999998
hear	205.7025
jerusalem	205.7325
bells	205.96249999999998
are	206.55249999999998
ringing	206.5725
.	206.6325
roman	207.0125
cavalry	207.0725
choirs	207.2025
are	207.68249999999998
singing	207.7025
.	207.7525
be	208.9525
my	208.9725
mirror	209.0925
my	209.1325
sword	209.42249999999999
my	209.52249999999998
shield	209.5425
.	209.58249999999998
my	209.67249999999999
missionaries	210.0025
in	210.1225
a	210.14249999999998
foreign	210.15249999999997
field	210.2025
.	210.24249999999998
for	210.2525
some	210.2825
reason	210.3125
i	210.36249999999998
can't	210.6025
explain	211.0625
.	211.1325
i	212.33249999999998
know	212.89249999999998
saint	212.9125
peter	213.65249999999997
will	213.7025
call	213.7325
my	213.7625
name	215.1025
.	215.3125
never	219.6625
an	219.7825
honest	219.8225
word	220.3725
.	220.40249999999997
but	220.9125
that	220.9425
was	220.9725
when	221.0025
i	221.0325
ruled	221.0425
the	221.96249999999998
world	221.9825
.	222.02249999999998
