5.8925	oh
5.9625	.
7.8025	this
8.0625	is
8.122499999999999	it
8.4725	.
11.212499999999999	yeah
11.282499999999999	.
12.032499999999999	oh
12.0625	.
20.4525	said
20.7625	i've
21.072499999999998	paid
21.2925	my
21.4625	dues
21.752499999999998	for
21.8025	all
22.3825	that
22.5425	i've
22.6125	done
22.8025	.
24.9525	and
25.1925	i
25.5125	showed
25.7625	you
25.9525	that
26.0325	i
26.5225	love
26.6825	you
27.2425	more
27.3725	than
27.4025	once
28.5425	.
31.3325	there's
31.5125	nothin'
31.8725	left
32.032500000000006	there
32.1325	to
32.1525	design
32.222500000000004	.
34.352500000000006	said
34.3825	you
34.502500000000005	.
35.212500000000006	might
35.2425	trick
35.282500000000006	me
35.462500000000006	once
35.822500000000005	.
36.6625	i
36.6725	won't
36.9225	let
37.252500000000005	you
37.292500000000004	trick
37.352500000000006	me
37.5125	twice
37.962500000000006	.
39.042500000000004	freedom
39.282500000000006	to
39.462500000000006	us
39.642500000000005	has
39.8325	always
40.5225	been
40.792500000000004	a
40.8125	trick
41.1725	.
43.5225	freedom
43.8125	to
44.0225	you
44.1325	has
44.3025	always
44.752500000000005	been
45.3425	whoever
46.002500000000005	landed
46.282500000000006	on
46.3425	your
46.4225	dick
46.472500000000004	.
48.1625	seen
48.2625	it
48.4025	in
48.542500000000004	you
48.8025	one
49.072500000000005	too
49.2425	many
49.822500000000005	times
50.3725	.
52.182500000000005	said
52.212500000000006	you
52.532500000000006	might
52.892500000000005	trick
53.1325	me
53.352500000000006	once
53.722500000000004	.
55.112500000000004	i
55.142500000000005	won't
55.182500000000005	let
55.212500000000006	you
55.2425	trick
55.282500000000006	me
55.4225	twice
56.182500000000005	no
56.4825	might
56.5125	trick
56.6625	me
56.682500000000005	once
56.8025	.
59.5925	i
59.612500000000004	won't
59.6525	let
59.6925	you
59.712500000000006	trick
59.932500000000005	me
59.9525	twice
60.4425	.
61.752500000000005	might
61.852500000000006	trick
61.9925	me
62.142500000000005	once
62.8425	.
63.4225	i
63.5125	won't
63.8125	let
64.13250000000001	you
64.1825	trick
64.3625	me
64.38250000000001	twice
64.9025	no
64.94250000000001	.
66.5725	might
66.6025	trick
66.6825	me
66.7025	once
67.1825	.
68.1425	i
68.1525	won't
68.2425	let
68.5825	you
68.6425	trick
68.8725	me
68.8925	twice
69.41250000000001	.
72.2625	no
72.4925	i
72.5025	won't
72.7925	let
72.9525	you
72.9925	trick
73.1825	me
73.41250000000001	twice
73.88250000000001	.
75.2325	those
75.3625	days
75.5825	are
75.7825	old
75.8125	and
75.8425	overdone
76.2025	.
78.7025	and
78.9525	it's
79.19250000000001	only
79.3625	'cause
79.3925	i'm
80.4225	not
80.4525	with
80.9825	you
81.1425	which
81.4025	makes
81.7625	me
81.80250000000001	number
82.2925	one
83.1025	.
84.0425	though
84.0625	i
84.3525	may
84.5425	love
84.9625	you
85.0725	.
86.27250000000001	it
86.4925	hurts
86.5425	me
86.7525	deep
86.9025	inside
87.4625	oh
87.4725	.
88.52250000000001	now
88.69250000000001	you
88.94250000000001	no
89.2325	longer
89.5325	have
89.5725	to
89.6425	hide
90.05250000000001	.
92.5125	might
92.6225	trick
92.77250000000001	me
93.0025	once
93.4025	.
94.19250000000001	i
94.2025	won't
94.4925	let
94.7825	you
94.80250000000001	trick
94.91250000000001	me
95.05250000000001	twice
95.6225	.
96.8925	might
97.0325	trick
97.1825	me
97.3525	once
98.0325	.
98.6125	i
98.69250000000001	won't
98.9925	let
99.3225	you
99.3925	trick
99.6025	me
99.6225	twice
100.1125	no
100.13250000000001	.
101.7525	might
101.7825	trick
101.9025	me
101.9225	once
102.3525	.
107.44250000000001	i
107.4925	won't
107.9225	let
108.2525	you
108.30250000000001	trick
108.5425	me
108.5625	twice
109.0725	.
111.8725	no
112.41250000000001	i
112.4925	won't
112.5725	let
112.6225	you
112.6425	trick
112.94250000000001	me
112.9825	twice
113.0325	.
113.0425	and
113.0925	i've
113.1125	paid
113.1425	my
113.4525	dues
114.1025	for
114.13250000000001	all
114.1525	that
114.2825	i
114.4925	done
117.1725	.
118.3525	and
118.6425	i
118.9525	showed
119.2025	you
119.38250000000001	that
119.4225	i
119.7425	loved
120.1825	you
120.6825	more
120.8225	than
120.8525	once
121.41250000000001	.
123.69250000000001	there's
123.8925	nothin'
124.3725	left
124.7225	there
124.94250000000001	to
125.27250000000001	decide
125.9025	.
130.02249999999998	oh
130.0425	trick
130.08249999999998	me
130.1025	i
130.11249999999998	won't
130.3725	let
130.67249999999999	you
130.86249999999998	trick
131.08249999999998	me
131.1025	twice
131.3725	.
132.65249999999997	you
132.67249999999999	might
132.7025	trick
132.74249999999998	me
132.86249999999998	once
133.1625	.
134.5025	i
134.52249999999998	won't
134.86249999999998	let
135.17249999999999	you
135.2525	trick
135.5425	me
135.5625	twice
135.9525	.
137.1225	you
137.2025	might
137.92249999999999	trick
138.0925	me
138.3525	once
138.6925	no
138.9825	i
138.99249999999998	won't
139.3425	let
139.6225	you
139.83249999999998	trick
139.90249999999997	me
140.0125	twice
140.6325	no
140.9525	.
141.61249999999998	you
141.71249999999998	might
142.4125	trick
142.5125	me
142.8125	once
143.2325	no
143.5025	i
143.5125	won't
143.8125	let
143.9825	you
144.0025	trick
144.2525	me
144.4725	twice
144.67249999999999	.
144.6925	oh
144.7025	.
145.0325	peace
145.0625	.
145.1925	oh
145.2025	.
145.2325	oh
145.24249999999998	.
145.2525	oh
145.2625	.
145.3125	oh
145.3225	.
