I	16.4925
guess	16.6425
now	16.6725
it_s	16.6925
time	16.7225
for	16.8525
me	16.8825
to	17.072499999999998
give	17.1225
up	17.1525
.	17.1725
I	17.9525
feel	18.1425
it_s	18.1725
time	18.412499999999998
.	18.4525
Got	27.8825
a	28.0425
picture	28.0525
of	28.1025
you	28.3725
beside	28.7425
me	29.3125
.	29.7725
Got	31.572499999999998
your	31.6025
lipstick	31.8825
mark	32.2025
still	32.3325
on	32.4525
your	33.462500000000006
coffee	33.4925
cup	33.532500000000006
.	33.712500000000006
Oh	35.752500000000005
yeah	36.4825
.	36.502500000000005
Got	39.5125
a	39.5625
fist	39.852500000000006
of	40.7325
pure	41.0825
emotion	41.1225
.	42.0225
Got	42.432500000000005
a	42.4825
head	42.822500000000005
of	43.352500000000006
shattered	43.542500000000004
dreams	44.1725
.	45.112500000000004
Gotta	47.1325
leave	47.432500000000005
it	47.542500000000004
gotta	48.072500000000005
leave	48.4425
it	48.472500000000004
all	48.8125
behind	49.042500000000004
now	49.642500000000005
.	49.6625
Whatever	51.9125
I	52.3325
said	52.5825
whatever	53.2025
I	54.1525
did	54.1625
.	56.0825
I	56.0925
didn_t	56.292500000000004
mean	57.182500000000005
it	57.222500000000004
.	57.782500000000006
I	58.142500000000005
just	58.1525
want	58.7725
you	58.822500000000005
back	58.9125
for	58.962500000000006
good	59.0525
.	59.0825
Want	59.752500000000005
you	59.792500000000004
back	61.2025
.	61.2325
want	61.532500000000006
you	61.752500000000005
back	61.9025
.	63.2625
want	64.0625
you	64.2625
back	67.0125
for	67.0425
good	67.0725
.	67.1025
Whenever	67.1225
I'm	68.8625
wrong	69.4025
.	69.44250000000001
Just	69.4525
tell	70.3325
me	70.3625
the	70.38250000000001
song	70.80250000000001
and	70.9825
I'll	71.0625
sing	71.2325
it	71.2625
.	71.2825
You'll	71.2925
be	72.5925
right	72.6125
and	73.7425
understood	73.9325
.	75.6525
Want	77.1125
you	77.1825
back	77.9625
.	77.9925
want	78.4225
you	78.5025
back	78.66250000000001
.	78.7025
I	78.7125
want	78.7225
you	78.8225
back	79.05250000000001
for	79.0825
good	79.1125
.	79.1425
Unaware	79.1525
but	79.4325
underlined	79.4625
.	79.8125
I	81.2925
figured	81.30250000000001
out	81.55250000000001
the	81.5725
story	82.02250000000001
.	82.8525
no	85.1425
.	85.7325
no	86.6225
.	86.8625
It	87.9825
wasn_t	88.5825
good	89.30250000000001
.	89.3325
no	89.5325
.	89.7125
no	89.7225
.	89.7425
But	89.9325
in	90.5725
a	90.6025
corner	90.6425
of	90.7625
my	90.7825
mind	90.80250000000001
.	90.8425
I	93.30250000000001
celebrated	93.3125
glory	94.8225
.	95.05250000000001
But	97.6125
that	98.0125
was	98.05250000000001
not	98.19250000000001
to	98.52250000000001
be	98.5425
.	99.5625
In	100.2825
the	100.4825
twist	100.55250000000001
of	101.4625
separation	102.19250000000001
.	102.7925
You	103.1125
excelled	103.41250000000001
at	103.94250000000001
being	104.5025
free	104.7525
.	105.6725
Can't	106.2425
you	106.55250000000001
find	106.6125
.	107.2325
can't	107.2525
you	107.3625
find	108.6225
a	108.66250000000001
little	108.6725
room	109.5025
inside	109.7825
for	112.6725
me	112.7125
.	112.7325
Whatever	112.7425
I	113.2425
said	113.3425
whatever	113.7825
I	115.16250000000001
did	115.88250000000001
.	116.8625
I	116.8725
didn_t	117.05250000000001
mean	117.9825
it	118.0125
.	118.1825
I	118.94250000000001
just	118.9525
want	119.3225
you	119.5125
back	119.6825
for	120.05250000000001
good	120.0825
.	120.1125
Want	120.6025
you	120.6425
back	120.8525
.	120.88250000000001
want	121.1525
you	121.19250000000001
back	121.2125
.	121.38250000000001
See	121.3925
I	121.7925
want	122.30250000000001
you	122.5625
back	122.5825
for	123.1525
good	123.8425
.	123.88250000000001
Whenever	124.8425
I'm	125.4225
