they	4.0125
tried	4.0625
to	4.4625
make	4.6025
me	4.7925
go	5.0125
to	5.3425
rehab	5.6725
i	6.4225
said	6.742500000000001
no	7.3625
no	8.1825
no	8.712499999999999
.	9.2225
yes	10.712499999999999
i've	11.032499999999999
been	11.1725
black	11.5725
but	11.8525
when	12.022499999999999
i	12.612499999999999
come	12.7225
back	13.2625
you'll	13.6525
know	13.8525
know	14.6825
know	15.3125
.	15.8325
i	17.6725
ain't	17.6825
got	18.1925
the	18.2225
time	18.2425
.	18.2725
and	21.002499999999998
if	21.2025
my	21.2925
daddy	21.3125
thinks	21.3525
i'm	21.6925
fine	22.0425
.	22.8025
just	23.7625
try	23.9425
to	24.1225
make	24.1925
me	24.2225
go	24.7225
to	25.1225
rehab	25.482499999999998
but	26.1425
i	26.6125
won't	26.6225
go	27.2425
go	28.0325
go	28.6525
.	29.0825
i'd	31.9725
rather	31.9925
be	32.032500000000006
.	32.282500000000006
at	32.9925
home	33.0825
with	33.7025
ray	34.0625
.	34.0825
i	38.5125
ain't	38.5225
got	38.822500000000005
seventy	39.042500000000004
days	40.0125
.	40.042500000000004
cause	43.4125
there's	43.4525
nothin'	43.5125
.	43.8825
there's	45.182500000000005
nothing	45.362500000000004
you	45.8025
can	46.5625
teach	46.612500000000004
me	47.0625
.	47.4025
that	52.9825
i	53.0225
can't	53.032500000000006
learn	53.0825
.	53.1925
from	58.2325
mister	58.5825
hathaway	58.8325
.	59.4425
didn't	63.0925
get	63.532500000000006
a	63.5825
lot	64.3925
in	64.4225
class	64.7125
.	64.7925
but	65.1225
i	65.5625
know	65.8125
it	65.9725
don't	65.9925
come	66.0325
.	66.2925
in	66.7925
a	67.6825
shot	68.3225
glass	68.3525
.	68.52250000000001
they	68.5325
tried	68.55250000000001
to	69.3525
make	70.9325
me	70.9625
go	70.9825
to	71.6025
rehab	71.9525
i	72.0125
said	72.7125
no	73.55250000000001
no	74.1725
no	74.7225
.	75.2525
yes	76.69250000000001
i've	76.9625
been	77.1125
black	77.5325
but	77.5725
when	78.2925
i	78.52250000000001
come	78.5725
back	79.1725
you'll	79.2625
know	79.2925
know	80.6225
know	81.2425
.	81.7825
i	83.2525
ain't	83.7625
got	84.1425
the	84.1725
time	84.41250000000001
.	84.4525
and	86.44250000000001
if	86.6425
my	86.66250000000001
daddy	86.6825
thinks	86.8525
i'm	87.7125
fine	88.0325
.	88.8725
just	89.7325
try	89.9325
to	90.13250000000001
make	91.1525
me	91.1825
go	91.2025
to	91.3625
rehab	91.7625
i	91.91250000000001
won't	92.5925
go	94.1025
go	94.4725
go	94.7225
.	95.0425
the	99.4725
man	99.4925
said	99.5425
why	99.5725
do	99.5925
you	99.6225
think	100.2125
you're	100.38250000000001
here	100.41250000000001
.	100.44250000000001
i	103.0425
said	103.3125
.	104.0825
i	105.4525
got	105.4825
no	105.5125
idea	105.7325
.	106.52250000000001
i'm	109.4925
gonna	109.5325
.	110.1025
i'm	111.1425
gonna	111.2525
lose	112.2325
my	112.3725
baby	112.5825
.	112.6225
so	117.88250000000001
i	117.9025
always	117.91250000000001
keep	117.9625
a	117.9925
bottle	118.3225
near	121.2225
.	121.8725
he	123.5625
said	123.7125
i	124.3125
just	124.3425
think	125.4325
you're	125.8325
depressed	126.0125
.	127.27250000000001
kiss	129.4525
me	129.8725
.	130.42249999999999
yeah	131.15249999999997
baby	131.27249999999998
.	132.52249999999998
and	133.93249999999998
go	134.24249999999998
rest	134.55249999999998
.	134.64249999999998
they	135.8225
tried	136.0025
to	136.3225
make	136.93249999999998
me	136.96249999999998
go	136.9825
to	137.6325
rehab	137.9525
i	138.0025
said	138.74249999999998
no	139.5125
no	140.27249999999998
no	141.36249999999998
.	141.6625
yes	142.5125
i've	142.9425
been	143.1325
black	143.46249999999998
but	143.5025
when	145.4125
i	145.5725
come	145.58249999999998
back	145.65249999999997
you'll	145.68249999999998
know	146.18249999999998
know	146.61249999999998
know	147.40249999999997
.	147.89249999999998
i	150.33249999999998
don't	150.3425
ever	150.3825
wanna	150.4125
drink	150.6925
again	151.0925
.	151.5725
i	155.8225
just	156.27249999999998
.	156.96249999999998
ooh	159.24249999999998
i	159.3425
just	159.3525
need	159.96249999999998
a	160.0325
friend	160.3825
.	160.43249999999998
i'm	163.83249999999998
not	164.1025
gonna	164.14249999999998
spend	164.5425
.	165.1925
ten	165.5425
weeks	166.7525
.	166.80249999999998
have	168.8725
everyone	168.90249999999997
think	171.42249999999999
i'm	172.24249999999998
on	172.99249999999998
the	173.02249999999998
mend	173.9725
.	174.1025
it's	177.3825
not	177.7825
just	177.8125
my	178.3725
pride	178.8125
.	179.0625
it's	182.27249999999998
just	182.30249999999998
'til	184.8425
these	185.0925
.	186.4525
tears	186.9425
have	187.1925
dried	187.2825
.	188.80249999999998
they	188.8125
tried	188.8725
to	189.14249999999998
make	189.68249999999998
me	189.71249999999998
go	189.7325
to	189.92249999999999
rehab	190.7325
i	190.92249999999999
said	191.5025
no	192.1025
no	192.8525
no	193.0025
.	193.99249999999998
yes	195.3525
i've	195.7325
been	195.8825
black	196.33249999999998
but	196.40249999999997
when	197.0625
i	197.2825
come	197.6025
back	198.0125
you'll	198.46249999999998
know	198.86249999999998
know	199.46249999999998
know	200.17249999999999
.	200.5725
i	205.7225
ain't	205.7325
got	205.77249999999998
the	205.80249999999998
time	205.8225
and	205.8525
if	206.02249999999998
my	206.0425
daddy	206.0625
thinks	206.24249999999998
i'm	206.46249999999998
fine	206.80249999999998
.	207.5325
just	208.4725
try	208.6925
to	208.8825
make	209.90249999999997
me	209.9425
go	209.96249999999998
to	210.1025
rehab	210.5425
i	210.83249999999998
won't	211.3525
go	213.3125
go	213.33249999999998
go	213.36249999999998
.	213.8425
